"project","day","month","year","tow.id","species","zone","tow.number","crab.number","sex","carapace.width","abdomen.width","chela.height","shell.condition","shell.condition.mossy","gonad.colour","egg.colour","eggs.remaining","tag.number","missing.legs","durometer","weight","comment"
"scs",13,7,2011,"GP296F",2526,"F ",1,1,1,92.95,,,4," ",,,,"","1*****1*1*",,,"R1 ANACHEE"
"scs",13,7,2011,"GP296F",2526,"F ",1,2,1,20.04,,3.03,1," ",,,,"","**********",,,""
"scs",13,7,2011,"GP296F",2526,"F ",1,3,1,24.94,,3.75,1," ",,,,"","**********",,,""
"scs",13,7,2011,"GP296F",2526,"F ",1,4,1,25.72,,3.8,1," ",,,,"","**********",,,""
"scs",13,7,2011,"GP296F",2526,"F ",1,5,2,24.82,9.7,,1," ",1,,,"","**********",,,""
"scs",13,7,2011,"GP180F",2526,"F ",2,1,1,107.47,,26.48,1," ",,,,"","*1********",68,,""
"scs",13,7,2011,"GP180F",2526,"F ",2,2,1,111,,29.39,1," ",,,,"","**********",60,,""
"scs",13,7,2011,"GP180F",2526,"F ",2,3,1,109.8,,27.69,1," ",,,,"","**********",50,,""
"scs",13,7,2011,"GP180F",2526,"F ",2,4,1,95.85,,17.93,1," ",,,,"","**********",54,,""
"scs",13,7,2011,"GP180F",2526,"F ",2,5,1,102.05,,24.01,1," ",,,,"","**********",66,,""
"scs",13,7,2011,"GP180F",2526,"F ",2,6,1,96.23,,23.94,1," ",,,,"","******1***",68,,""
"scs",13,7,2011,"GP180F",2526,"F ",2,7,1,106.22,,27.3,1," ",,,,"","**********",62,,""
"scs",13,7,2011,"GP180F",2526,"F ",2,8,1,118.18,,31.43,1," ",,,,"","**********",63,,""
"scs",13,7,2011,"GP180F",2526,"F ",2,9,1,112.37,,25.31,1," ",,,,"","**********",52,,""
"scs",13,7,2011,"GP180F",2526,"F ",2,10,1,104.21,,18.8,1," ",,,,"","**********",54,,""
"scs",13,7,2011,"GP180F",2526,"F ",2,11,1,117.51,,29.82,1," ",,,,"","**********",58,,""
"scs",13,7,2011,"GP180F",2526,"F ",2,12,1,115.1,,28.58,1," ",,,,"","**********",56,,""
"scs",13,7,2011,"GP180F",2526,"F ",2,13,1,115.54,,29.16,1," ",,,,"","**********",66,,""
"scs",13,7,2011,"GP180F",2526,"F ",2,14,1,115.18,,31.98,1," ",,,,"","**********",54,,""
"scs",13,7,2011,"GP180F",2526,"F ",2,15,1,108.08,,18.88,1," ",,,,"","**********",48,,""
"scs",13,7,2011,"GP180F",2526,"F ",2,16,1,98.67,,23.96,1," ",,,,"","**********",70,,""
"scs",13,7,2011,"GP180F",2526,"F ",2,17,1,104.21,,19.86,1," ",,,,"","**********",52,,""
"scs",13,7,2011,"GP180F",2526,"F ",2,18,1,105.54,,18.36,1," ",,,,"","**********",47,,""
"scs",13,7,2011,"GP180F",2526,"F ",2,19,1,101.2,,18.23,1," ",,,,"","**********",54,,""
"scs",13,7,2011,"GP180F",2526,"F ",2,20,1,117.07,,31.09,1," ",,,,"","**********",53,,""
"scs",13,7,2011,"GP180F",2526,"F ",2,21,1,114.17,,27.86,1," ",,,,"","**********",54,,""
"scs",13,7,2011,"GP180F",2526,"F ",2,22,1,108.27,,28.09,1," ",,,,"","**********",62,,""
"scs",13,7,2011,"GP180F",2526,"F ",2,23,1,108.05,,19.7,1," ",,,,"","**********",55,,""
"scs",13,7,2011,"GP180F",2526,"F ",2,24,1,115.36,,26.43,1," ",,,,"","**********",66,,""
"scs",13,7,2011,"GP180F",2526,"F ",2,25,1,101.84,,21.68,1," ",,,,"","**********",58,,""
"scs",13,7,2011,"GP180F",2526,"F ",2,26,1,97,,17.48,1," ",,,,"","****1*****",66,,""
"scs",13,7,2011,"GP180F",2526,"F ",2,27,1,109.35,,30.84,1," ",,,,"","**********",54,,""
"scs",13,7,2011,"GP180F",2526,"F ",2,28,1,90.31,,19.49,1," ",,,,"","*1********",65,,""
"scs",13,7,2011,"GP180F",2526,"F ",2,29,1,104.79,,28.88,1," ",,,,"","**********",57,,""
"scs",13,7,2011,"GP180F",2526,"F ",2,30,1,106.49,,25.11,1," ",,,,"","**********",56,,""
"scs",13,7,2011,"GP180F",2526,"F ",2,31,1,109.92,,27.58,1," ",,,,"","**********",62,,""
