"date","cruise","set.number","species","specimen","sex","length","weight","egg.condition","fish.number","age.material","shell.condition","maturity","chela","missing.legs","disc.width","comment"
"2008-07-17","O022",1,2550,1,1,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2008-07-17","O022",2,2550,1,2,77,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2008-07-17","O022",3,2550,1,1,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2008-07-17","O022",3,2550,2,1,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2008-07-17","O022",3,2550,3,2,79,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2008-07-17","O022",3,2550,4,1,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2008-07-17","O022",3,2550,5,2,77,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2008-07-17","O022",3,2550,6,2,77,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2008-07-17","O022",3,2550,7,2,77,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2008-07-17","O022",3,2550,8,2,71,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2008-07-17","O022",3,2550,9,2,67,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2008-07-17","O022",4,2550,1,1,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2008-07-17","O022",4,2550,2,1,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2008-07-17","O022",4,2550,3,2,91,NA,3,NA,NA,NA,NA,NA,NA,NA,""
"2008-07-17","O022",4,2550,4,1,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2008-07-17","O022",4,2550,5,1,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2008-07-17","O022",4,2550,6,2,80,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2008-07-17","O022",4,2550,7,2,79,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2008-07-17","O022",4,2550,8,2,78,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2008-07-17","O022",4,2550,9,2,76,NA,0,NA,NA,NA,NA,NA,NA,NA,""
"2008-07-17","O022",4,2550,10,1,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2008-07-17","O022",4,2550,11,2,74,NA,0,NA,NA,NA,NA,NA,NA,NA,""
