"project","day","month","year","tow.id","species","zone","tow.number","crab.number","sex","carapace.width","abdomen.width","chela.height","shell.condition","shell.condition.mossy","gonad.colour","egg.colour","eggs.remaining","tag.number","missing.legs","durometer","weight","comment"
"scs",1,8,2017,"GP001F",2526,"12",4,1,1,60.56,,10.33,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,2,1,65.61,,10.53,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,3,1,53.49,,8.87,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,4,1,86.75,,15.55,2,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,5,1,70.07,,12.03,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,6,1,55.22,,9.02,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,7,1,67.54,,11.77,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,8,1,100.13,,19.1,2,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,9,1,56.43,,9.48,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,10,1,57.07,,9.19,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,11,1,50.55,,8.21,1,"*",,,,"","***1******",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,12,1,64.92,,11.32,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,13,1,73.53,,12.85,1,"*",,,,"","*2********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,14,1,55.79,,8.02,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,15,1,57.78,,9.78,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,16,1,70.2,,12.72,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,17,1,81.88,,15.17,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,18,1,73.52,,16.04,3,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,19,1,46.18,,7.3,1,"*",,,,"","***1******",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,20,1,49.69,,8.19,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,21,1,53.92,,8.27,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,22,1,60.07,,10.24,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,23,1,64.01,,11.22,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,24,1,55.01,,8.76,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,25,1,72.99,,13.34,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,26,1,53.61,,8.15,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,27,1,48.11,,7.93,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,28,1,81.57,,15.38,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,29,1,79.23,,14.63,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,30,1,51.55,,8.88,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,31,1,70.02,,11.96,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,32,1,52.92,,9.15,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,33,1,58.88,,9.15,1,"*",,,,"","***1******",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,34,1,72.79,,13.67,1,"*",,,,"","1*********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,35,1,73.76,,12.46,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,36,1,56.61,,10.07,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,37,1,54.47,,8.63,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,38,1,55.38,,9.09,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,39,1,57.92,,9.77,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,40,1,57.63,,9.35,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,41,1,53.93,,8.89,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,42,1,61.85,,9.67,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,43,1,74.88,,13.83,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,44,1,62.67,,10.66,1,"*",,,,"","*1********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,45,1,59.88,,9.74,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,46,1,49.32,,8.58,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,47,1,54.77,,9.26,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,48,1,58.36,,10.63,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,49,1,65.23,,11.32,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,50,1,54.31,,6.62,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,51,1,105.01,,26.54,3,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,52,1,71.19,,12.46,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,53,1,79.34,,13.89,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,54,1,52.24,,8.64,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,55,1,61.15,,10.01,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,56,1,54.02,,9.62,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,57,1,58.72,,9.97,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,58,1,63.33,,10.92,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,59,1,46.41,,7.46,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,60,1,78.16,,13.89,1,"*",,,,"","*1**1*****",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,61,1,59.02,,9.86,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,62,1,53.11,,5.51,1,"*",,,,"","********1*",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,63,1,76.14,,13.61,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,64,1,62.83,,9.83,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,65,1,52.56,,8.89,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,66,1,53.36,,8.7,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,67,1,50,,8.5,1,"*",,,,"","****1*****",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,68,1,79.82,,13.81,1,"*",,,,"","*******1**",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,69,1,51.41,,8.32,1,"*",,,,"","**1*******",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,70,1,54.76,,9.92,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,71,1,56.8,,10.34,1,"*",,,,"","**********",,,""
"scs",1,8,2017,"GP001F",2526,"12",4,72,1,51.33,,8.1,1,"*",,,,"","**********",,,""
