"project","day","month","year","tow.id","species","zone","tow.number","crab.number","sex","carapace.width","abdomen.width","chela.height","shell.condition","shell.condition.mossy","gonad.colour","egg.colour","eggs.remaining","tag.number","missing.legs","durometer","weight","comment"
"scs",10,7,2012,"GP319F",2526,"F ",2,1,1,91.75,,20.65,5," ",,,,"","***11*1***",50,,""
"scs",10,7,2012,"GP319F",2526,"F ",2,2,1,90.85,,21.57,3," ",,,,"","11********",77,,""
"scs",10,7,2012,"GP319F",2526,"F ",2,3,1,75.3,,16.24,3,"M",,,,"","***1******",60,,""
"scs",10,7,2012,"GP319F",2526,"F ",2,4,2,69.09,46.88,,4," ",,1,1,"","**********",,,""
"scs",10,7,2012,"GP308F",2526,"F ",7,1,1,81.13,,18.44,3," ",,,,"","****1*****",75,,""
"scs",10,7,2012,"GP308F",2526,"F ",7,2,1,121.22,,29.92,1," ",,,,"","*****2****",50,,""
"scs",10,7,2012,"GP308F",2526,"F ",7,3,1,118.23,,28.74,1," ",,,,"","**********",48,,""
"scs",10,7,2012,"GP308F",2526,"F ",7,4,1,120.88,,29.87,1," ",,,,"","**********",50,,""
"scs",10,7,2012,"GP308F",2526,"F ",7,5,1,57.16,,9.73,1," ",,,,"","**********",,,""
"scs",10,7,2012,"GP308F",2526,"F ",7,6,1,55.1,,8.89,1," ",,,,"","**********",,,""
"scs",10,7,2012,"GP308F",2526,"F ",7,7,1,59.8,,9.72,1," ",,,,"","**********",,,""
"scs",10,7,2012,"GP308F",2526,"F ",7,8,1,61.67,,9.35,1," ",,,,"","**********",50,,""
"scs",10,7,2012,"GP308F",2526,"F ",7,9,1,54.78,,8.45,1," ",,,,"","**********",,,""
"scs",10,7,2012,"GP308F",2526,"F ",7,10,2,66.96,46.51,,2," ",,2,4,"","**********",,,""
"scs",10,7,2012,"GP308F",2526,"F ",7,11,2,70.41,47.76,,2," ",,1,4,"","**********",,,""
"scs",10,7,2012,"GP308F",2526,"F ",7,12,2,65.37,44.87,,2," ",,2,4,"","****1*****",,,""
"scs",10,7,2012,"GP308F",2526,"F ",7,13,2,64.4,45.82,,2," ",,2,4,"","**********",,,""
"scs",10,7,2012,"GP308F",2526,"F ",7,14,2,68.3,47.28,,2," ",,2,4,"","*******11*",,,""
"scs",10,7,2012,"GP308F",2526,"F ",7,15,2,62.79,42.59,,2," ",,2,4,"","**********",,,""
"scs",10,7,2012,"GP308F",2526,"F ",7,16,2,68.4,48.34,,2," ",,2,4,"","**********",,,""
"scs",10,7,2012,"GP308F",2526,"F ",7,17,2,65.4,46.85,,2," ",,2,4,"","**1*******",,,""
"scs",10,7,2012,"GP308F",2526,"F ",7,18,2,61.96,44.1,,2," ",,2,4,"","*********1",,,""
"scs",10,7,2012,"GP308F",2526,"F ",7,19,2,64.57,46.57,,2," ",,2,4,"","**********",,,""
"scs",10,7,2012,"GP308F",2526,"F ",7,20,2,78.17,52.49,,2," ",,2,4,"","****1*****",,,""
"scs",10,7,2012,"GP308F",2526,"F ",7,21,2,65.27,46.23,,2," ",,2,4,"","**********",,,""
"scs",10,7,2012,"GP308F",2526,"F ",7,22,2,64.94,35.18,,1," ",3,,,"","**********",,,""
"scs",10,7,2012,"GP308F",2526,"F ",7,23,2,61.21,32.61,,1," ",3,,,"","**********",,,""
"scs",10,7,2012,"GP308F",2526,"F ",7,24,2,56.16,28.18,,1," ",3,,,"","**********",,,""
"scs",10,7,2012,"GP308F",2526,"F ",7,25,2,54.6,28.04,,1," ",3,,,"","**********",,,""
"scs",10,7,2012,"GP317F",2526,"F ",8,1,1,112.76,,29.19,1," ",,,,"","**********",54,,""
"scs",10,7,2012,"GP317F",2526,"F ",8,2,1,101.95,,24.18,1," ",,,,"","*1********",52,,""
"scs",10,7,2012,"GP317F",2526,"F ",8,3,1,126.29,,32.57,1," ",,,,"","****1*****",43,,""
"scs",10,7,2012,"GP317F",2526,"F ",8,4,1,106.34,,,1," ",,,,"","111**11***",,,""
"scs",10,7,2012,"GP317F",2526,"F ",8,5,2,39.51,15.95,,1," ",1,,,"","**********",,,""
"scs",10,7,2012,"GP321F",2526,"F ",9,1,1,69.12,,14.61,1," ",,,,"","**********",24,,""
"scs",10,7,2012,"GP312F",2526,"F ",10,1,1,64.47,,13.29,3,"M",,,,"","**********",44,,""
"scs",10,7,2012,"GP312F",2526,"F ",10,2,2,79.84,53.35,,4," ",,2,4,"","******1***",,,""
"scs",10,7,2012,"GP312F",2526,"F ",10,3,2,73.94,49.89,,4," ",,2,4,"","**********",,,""
"scs",10,7,2012,"GP312F",2526,"F ",10,4,2,74.71,51.9,,4," ",,2,4,"","******1***",,,""
"scs",10,7,2012,"GP312F",2526,"F ",10,5,2,83.03,58.26,,4," ",,2,4,"","**********",,,""
"scs",10,7,2012,"GP312F",2526,"F ",10,6,2,73.22,52.16,,4," ",,2,4,"","******2***",,,""
"scs",10,7,2012,"GP312F",2526,"F ",10,7,2,69.85,50.33,,2," ",,2,4,"","**********",,,""
"scs",10,7,2012,"GP312F",2526,"F ",10,8,2,66.14,46.19,,4," ",,2,4,"","********1*",,,""
"scs",10,7,2012,"GP312F",2526,"F ",10,9,2,75.64,53.72,,4," ",,2,4,"","**********",,,""
"scs",10,7,2012,"GP312F",2526,"F ",10,10,2,76.44,54.75,,4," ",,2,4,"","**********",,,""
"scs",10,7,2012,"GP312F",2526,"F ",10,11,2,77.22,56.49,,4," ",,1,4,"","**********",,,""
"scs",10,7,2012,"GP312F",2526,"F ",10,12,2,70.92,50.78,,4," ",,2,4,"","**********",,,""
"scs",10,7,2012,"GP312F",2526,"F ",10,13,2,60.05,39.95,,4," ",,2,4,"","******11**",,,""
"scs",10,7,2012,"GP312F",2526,"F ",10,14,2,70.79,48.6,,4," ",,2,4,"","**********",,,""
"scs",10,7,2012,"GP312F",2526,"F ",10,15,2,66.44,44.75,,4," ",,2,4,"","**********",,,""
"scs",10,7,2012,"GP312F",2526,"F ",10,16,2,71.12,47.1,,4," ",,1,4,"","**********",,,""
"scs",10,7,2012,"GP312F",2526,"F ",10,17,2,68.38,48.73,,4," ",,2,4,"","**********",,,""
"scs",10,7,2012,"GP312F",2526,"F ",10,18,2,58.39,41.58,,5," ",,2,4,"","***1******",,,""
"scs",10,7,2012,"GP312F",2526,"F ",10,19,2,70.9,47.89,,4," ",,2,4,"","**********",,,""
"scs",10,7,2012,"GP312F",2526,"F ",10,20,2,79.66,55.32,,4," ",,2,4,"","*********1",,,""
"scs",10,7,2012,"GP312F",2526,"F ",10,21,2,76.76,54.98,,4," ",,2,4,"","**********",,,""
"scs",10,7,2012,"GP313F",2526,"F ",11,1,1,27.28,,3.72,1," ",,,,"","**********",,,""
"scs",10,7,2012,"GP313F",2526,"F ",11,2,1,27.44,,3.87,1," ",,,,"","**********",,,""
"scs",11,7,2012,"GP302F",2526,"12",2,1,1,57.14,,8.96,1," ",,,,"","**********",,,""
"scs",11,7,2012,"GP302F",2526,"12",2,2,1,56.73,,9.73,1," ",,,,"","**********",,,""
"scs",11,7,2012,"GP302F",2526,"12",2,3,1,25.77,,3.25,1," ",,,,"","**********",,,""
"scs",11,7,2012,"GP302F",2526,"12",2,4,2,13.62,4.31,,1," ",1,,,"","**********",,,""
"scs",11,7,2012,"GP302F",2526,"12",2,5,2,47.27,22.38,,1," ",2,,,"","**********",,,""
"scs",11,7,2012,"GP302F",2526,"12",2,6,2,23.07,13.48,,1," ",1,,,"","**********",,,""
"scs",11,7,2012,"GP302F",2526,"12",2,7,2,29.79,12.45,,1," ",1,,,"","**********",,,""
"scs",11,7,2012,"GP302F",2526,"12",2,8,2,25.85,9.72,,1," ",1,,,"","**********",,,""
"scs",11,7,2012,"GP302F",2526,"12",2,9,2,26.67,9.84,,1," ",1,,,"","**********",,,""
"scs",11,7,2012,"GP302F",2526,"12",2,10,2,28.46,11.58,,1," ",1,,,"","**********",,,""
"scs",11,7,2012,"GP292F",2526,"12",3,1,1,86.96,,19.31,3," ",,,,"","**********",83,,""
"scs",11,7,2012,"GP292F",2526,"12",3,2,1,25.68,,3.51,1," ",,,,"","**********",,,""
"scs",11,7,2012,"GP292F",2526,"12",3,3,1,23.51,,3.29,1," ",,,,"","**********",,,""
"scs",11,7,2012,"GP292F",2526,"12",3,4,1,28.65,,4.03,1," ",,,,"","**********",,,""
"scs",11,7,2012,"GP292F",2526,"12",3,5,1,52.93,,8.01,1," ",,,,"","**********",,,""
"scs",11,7,2012,"GP292F",2526,"12",3,6,1,28.17,,3.74,1," ",,,,"","**********",,,""
"scs",11,7,2012,"GP292F",2526,"12",3,7,1,27.32,,3.79,1," ",,,,"","**********",,,""
"scs",11,7,2012,"GP292F",2526,"12",3,8,2,61.2,42.17,,4," ",,2,4,"","**********",,,""
"scs",11,7,2012,"GP292F",2526,"12",3,9,2,63.84,44.94,,4," ",,2,4,"","*******1**",,,""
"scs",11,7,2012,"GP292F",2526,"12",3,10,2,72.65,50.28,,4," ",,2,4,"","**********",,,""
"scs",11,7,2012,"GP292F",2526,"12",3,11,2,67.39,44.35,,4," ",,2,4,"","**********",,,""
"scs",11,7,2012,"GP292F",2526,"12",3,12,2,68.69,45.57,,4," ",,2,4,"","**1*******",,,""
"scs",11,7,2012,"GP292F",2526,"12",3,13,2,71.73,48.16,,5," ",,1,2,"","***1****1*",,,""
"scs",11,7,2012,"GP292F",2526,"12",3,14,2,69.98,45.58,,5," ",,2,2,"","******1***",,,""
"scs",11,7,2012,"GP292F",2526,"12",3,15,2,63.68,42.78,,4," ",,1,4,"","**********",,,""
"scs",11,7,2012,"GP292F",2526,"12",3,16,2,60.82,42.5,,5," ",,1,2,"","**1*******",,,""
"scs",11,7,2012,"GP292F",2526,"12",3,17,2,66.01,45.19,,5," ",,1,2,"","***11*1***",,,""
"scs",11,7,2012,"GP292F",2526,"12",3,18,2,60.62,42.1,,4," ",,2,4,"","*1****1*1*",,,""
"scs",11,7,2012,"GP292F",2526,"12",3,19,2,57.17,41.48,,4," ",,2,4,"","****1**1**",,,""
"scs",11,7,2012,"GP292F",2526,"12",3,20,2,52.32,34.03,,5," ",,1,4,"","**1***1***",,,""
"scs",11,7,2012,"GP292F",2526,"12",3,21,2,29.11,11.89,,1," ",1,,,"","**********",,,""
"scs",11,7,2012,"GP292F",2526,"12",3,22,2,14.56,5.02,,1," ",1,,,"","**********",,,""
"scs",11,7,2012,"GP294F",2526,"12",4,1,1,28.19,,4.01,1," ",,,,"","**********",,,""
