"project","day","month","year","tow.id","species","zone","tow.number","crab.number","sex","carapace.width","abdomen.width","chela.height","shell.condition","shell.condition.mossy","gonad.colour","egg.colour","eggs.remaining","tag.number","missing.legs","durometer","weight","comment"
"scs",10,7,2016,"GP323F",2526,"F",1,1,1,124.14,,,1," ",,,,"","1****1****",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,2,1,112.09,,27.67,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,3,1,101.97,,25.79,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,4,1,77.31,,14.52,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,5,1,34.57,,,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,6,1,27.12,,,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,7,1,28.07,,,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,8,1,28.89,,,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,9,1,30.98,,,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,10,1,23.39,,,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,11,1,33.31,,,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,12,1,31.56,,,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,13,1,24.11,,,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,14,1,34.16,,,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,15,1,30.98,,,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,16,1,23.62,,,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,17,1,31.96,,,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,18,1,31.1,,,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,19,1,28.99,,,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,20,1,30.01,,,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,21,1,31.03,,,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,22,1,27.27,,,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,23,1,23.56,,,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,24,1,28.57,,,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,25,1,20.33,,,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,26,1,23.21,,,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,27,1,19.65,,,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,28,1,28.18,,,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,29,1,31.42,,,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,30,1,21.5,,,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,31,1,31.32,,,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,32,1,23.38,,,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,33,1,29.58,,,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,34,1,20.16,,,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,35,2,32.52,,,1," ",1,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,36,2,33.98,,,1," ",1,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,37,2,34.66,,,1," ",1,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,38,2,33.31,,,1," ",1,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,39,2,32.3,,,1," ",1,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,40,2,32.44,,,1," ",1,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,41,2,32.56,,,1," ",1,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,42,2,31.13,,,1," ",1,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,43,2,33.28,,,1," ",1,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,44,2,28.63,,,1," ",1,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,45,2,33.23,,,1," ",1,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,46,2,30.33,,,1," ",1,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,47,2,28.39,,,1," ",1,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,48,2,32.6,,,1," ",1,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,49,2,30.52,,,1," ",1,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,50,2,31.44,,,1," ",1,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,51,2,26.1,,,1," ",1,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,52,2,23.07,,,1," ",1,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,53,2,32.15,,,1," ",1,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,54,2,28.87,,,1," ",1,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,55,2,30.7,,,1," ",1,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,56,2,32.98,,,1," ",1,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,57,2,32.6,,,1," ",1,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,58,2,24.86,,,1," ",1,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,59,2,19.03,,,1," ",1,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,60,2,24.01,,,1," ",1,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,61,2,27.82,,,1," ",1,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,62,2,20.8,,,1," ",1,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,63,2,19.32,,,1," ",1,,,"","**********",,,""
"scs",10,7,2016,"GP323F",2526,"F",1,64,2,25.35,,,1," ",1,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,1,1,106.95,,28.19,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,2,1,118.38,,30.54,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,3,1,92.58,,17.78,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,4,1,77.02,,12.96,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,5,1,71.25,,12.59,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,6,1,86.64,,14.88,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,7,1,77.42,,13.58,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,8,1,115.89,,28.5,3," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,9,1,66.2,,14.78,4," ",,,,"","11********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,10,1,85.64,,19.25,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,11,1,115.44,,27.97,1," ",,,,"","*****1****",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,12,1,83.34,,19.45,3," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,13,1,68.76,,14.74,3," ",,,,"","*****1****",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,14,1,112.06,,26.11,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,15,1,73.3,,12.46,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,16,1,72.98,,14.31,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,17,1,80.13,,14.08,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,18,1,90.14,,16.42,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,19,1,78.46,,16.56,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,20,1,29.67,,,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,21,1,53.07,,8.95,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,22,1,57.28,,11.85,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,23,1,69.4,,12.99,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,24,1,71.89,,11.93,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,25,1,57.94,,9.37,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,26,1,51.53,,8.09,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,27,1,49.76,,7.59,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,28,1,65.43,,11.06,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,29,1,53.65,,8.5,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,30,1,61.18,,12.44,4," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,31,1,92.44,,22.65,3," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,32,1,54.61,,8.93,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,33,1,72.58,,12.91,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,34,1,52.1,,8.24,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,35,1,51.13,,7.81,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,36,1,56.11,,8.88,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,37,1,73.26,,12.79,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,38,1,83.64,,14.66,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,39,1,119.04,,29.8,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,40,1,120.82,,30.11,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,41,1,78.44,,14.59,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,42,1,51.74,,8.29,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,43,1,91.84,,21.72,1," ",,,,"","*1********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,44,1,72.61,,13.77,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,45,1,57.84,,9.67,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,46,1,67.94,,12.17,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,47,1,116.23,,31.93,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,48,1,130.61,,35.45,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,49,1,70.57,,15.22,4," ",,,,"","***1***1**",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,50,1,119.46,,28.89,3," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,51,1,70.28,,12.26,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,52,1,72.34,,13.15,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,53,1,56.1,,9.49,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,54,1,93.06,,17.37,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,55,1,70.07,,12.12,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,56,1,50.39,,8.31,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,57,1,64.67,,10.09,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,58,1,75.69,,16.42,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,59,1,71.72,,12.28,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,60,1,52.68,,8.46,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,61,1,46.88,,7.92,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,62,1,53.91,,8.58,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,63,2,59.33,,,2," ",,1,4,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,64,2,60.32,,,2," ",,1,4,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,65,2,56.02,,,2," ",,1,4,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,66,2,63.47,,,2," ",,1,4,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,67,2,70.36,,,2," ",,1,4,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,68,2,67.88,,,2," ",,1,4,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,69,2,67.08,,,2," ",,1,4,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,70,2,64.72,,,2," ",,1,4,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,71,2,59.89,,,2," ",,1,4,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,72,2,52.18,,,1," ",3,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,73,2,54.36,,,1," ",3,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,74,2,57.41,,,1," ",3,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,75,2,53.76,,,1," ",3,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,76,2,52.52,,,1," ",3,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,77,2,48.06,,,1," ",3,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,78,2,53.19,,,1," ",3,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,79,2,52.91,,,1," ",3,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,80,2,48.73,,,1," ",3,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,81,2,53.76,,,1," ",3,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,82,2,52.98,,,1," ",3,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,83,2,53.16,,,1," ",3,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,84,2,60.63,,,1," ",3,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,85,2,54.97,,,1," ",3,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,86,2,53.17,,,1," ",3,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,87,2,54.77,,,1," ",3,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,88,2,52.81,,,1," ",3,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,89,2,54.24,,,1," ",3,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,90,2,50.37,,,1," ",3,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,91,2,57.29,,,1," ",3,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,92,2,52.14,,,1," ",3,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,93,2,52.79,,,1," ",3,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,94,2,52.59,,,1," ",3,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,95,2,54.99,,,1," ",3,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,96,2,52.37,,,1," ",3,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,97,2,53.62,,,1," ",3,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,98,2,49.5,,,1," ",3,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,99,2,48.38,,,1," ",3,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,100,2,41.2,,,1," ",3,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,101,2,48.66,,,1," ",3,,,"","**********",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,102,2,49.52,,,2," ",,1,4,"","***1******",,,""
"scs",10,7,2016,"GP325F",2526,"F",2,103,1,56.08,,9.25,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,1,1,112.85,,31.33,3," ",,,,"","****1*****",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,2,1,80.38,,15.77,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,3,1,65.99,,14.07,3," ",,,,"","*1*1******",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,4,1,80.79,,14.02,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,5,1,69.29,,11.93,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,6,1,95.6,,18.22,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,7,1,63.24,,10.08,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,8,1,115.84,,32.69,3," ",,,,"","**********",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,9,1,70.08,,12.4,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,10,1,62.4,,11.8,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,11,1,68.7,,11.75,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,12,1,67.34,,12.07,3," ",,,,"","****1*1***",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,13,1,87.75,,16.32,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,14,1,63.5,,10.27,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,15,1,72.38,,14.26,3," ",,,,"","*****2****",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,16,1,96.62,,22.26,1," ",,,,"","1*********",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,17,1,92.54,,20.57,3," ",,,,"","******11**",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,18,1,69.3,,11.72,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,19,1,72.5,,12.79,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,20,1,63.24,,10.49,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,21,1,66.68,,10.9,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,22,1,89.49,,21.52,2," ",,,,"","**********",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,23,1,74.47,,14.34,1," ",,,,"","******1***",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,24,1,64.23,,11.29,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,25,1,72.24,,11.7,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,26,1,70.48,,12.93,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,27,1,86.39,,20,1," ",,,,"","******1***",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,28,1,88.42,,20.64,3," ",,,,"","*****1*1**",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,29,1,70.53,,11.63,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,30,1,61.77,,10.62,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,31,1,68.81,,11.56,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,32,1,74.05,,13.57,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,33,1,76.72,,17.17,2," ",,,,"","**********",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,34,1,85.72,,14.98,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,35,1,82.11,,14.01,1," ",,,,"","*1*1******",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,36,1,89.31,,17.36,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,37,1,66.23,,10.06,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,38,1,68.66,,11.5,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,39,1,72.66,,12.11,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,40,1,80.54,,14.67,1," ",,,,"","**********",,,""
"scs",10,7,2016,"GP335F",2526,"F",3,41,1,69.11,,12.29,1," ",,,,"","**********",,,""
