"project","day","month","year","tow.id","species","zone","tow.number","crab.number","sex","carapace.width","abdomen.width","chela.height","shell.condition","shell.condition.mossy","gonad.colour","egg.colour","eggs.remaining","tag.number","missing.legs","durometer","weight","comment"
"scs",13,7,2005,"GP279R",2526,"12",1,1,1,114.37,,28.88,3," ",,,,"","****1**1**",83,,""
"scs",13,7,2005,"GP279R",2526,"12",1,2,1,114.71,,27.54,3,"M",,,,"","******1***",84,,""
"scs",13,7,2005,"GP279R",2526,"12",1,3,1,98.55,,24.35,3,"M",,,,"","**********",82,,""
"scs",13,7,2005,"GP279R",2526,"12",1,4,1,70.42,,14.89,5," ",,,,"","******1***",44,,""
"scs",13,7,2005,"GP279R",2526,"12",1,5,1,102.04,,26.84,3,"M",,,,"","**********",87,,""
"scs",13,7,2005,"GP279R",2526,"12",1,6,1,71.87,,12.13,1," ",,,,"","*****2****",65,,""
"scs",13,7,2005,"GP279R",2526,"12",1,7,1,86.17,,16.26,3," ",,,,"","**********",55,,""
"scs",13,7,2005,"GP279R",2526,"12",1,8,1,93.31,,22.24,3,"M",,,,"","****1*****",83,,""
"scs",13,7,2005,"GP279R",2526,"12",1,9,1,76.91,,13.94,1," ",,,,"","**********",63,,""
"scs",13,7,2005,"GP279R",2526,"12",1,10,1,79.04,,17.09,4," ",,,,"","***1**111*",57,,""
"scs",13,7,2005,"GP279R",2526,"12",1,11,1,74.88,,14.09,1," ",,,,"","**********",60,,""
"scs",13,7,2005,"GP279R",2526,"12",1,12,1,66.84,,11.13,1," ",,,,"","**********",58,,""
"scs",13,7,2005,"GP279R",2526,"12",1,13,1,83.25,,19.79,5," ",,,,"","*****2***1",51,,""
"scs",13,7,2005,"GP279R",2526,"12",1,14,1,87.76,,20.25,4," ",,,,"","**********",86,,""
"scs",13,7,2005,"GP279R",2526,"12",1,15,1,84.25,,19.88,5," ",,,,"","**********",65,,""
"scs",13,7,2005,"GP279R",2526,"12",1,16,1,67.68,,13.42,5," ",,,,"","*********1",64,,""
"scs",13,7,2005,"GP279R",2526,"12",1,17,1,59.53,,11.01,4," ",,,,"","**********",,,""
"scs",13,7,2005,"GP279R",2526,"12",1,18,1,47.84,,7.3,1," ",,,,"","**********",,,""
"scs",13,7,2005,"GP279R",2526,"12",1,19,1,13.81,,2.02,1," ",,,,"","**********",,,""
"scs",13,7,2005,"GP279R",2526,"12",1,20,1,13.94,,2.29,1," ",,,,"","**********",,,""
"scs",13,7,2005,"GP279R",2526,"12",1,21,2,15.25,3.87,,1," ",1,,,"","**********",,,""
"scs",13,7,2005,"GP279R",2526,"12",1,22,2,67.13,45.86,,4," ",,1,4,"","**********",,,""
"scs",13,7,2005,"GP279R",2526,"12",1,23,2,70.85,51.09,,4," ",,1,4,"","**********",,,""
"scs",13,7,2005,"GP279R",2526,"12",1,24,2,67.47,47.89,,4," ",,2,4,"","**********",,,""
"scs",13,7,2005,"GP279R",2526,"12",1,25,2,59.38,41.86,,4," ",,2,4,"","**********",,,""
"scs",13,7,2005,"GP279R",2526,"12",1,26,2,60.08,44.02,,4," ",,2,4,"","**********",,,""
"scs",13,7,2005,"GP279R",2526,"12",1,27,2,64.6,46.71,,4," ",,1,4,"","*******1**",,,""
"scs",13,7,2005,"GP279R",2526,"12",1,28,2,63.86,44.68,,4," ",,1,4,"","****1*****",,,""
"scs",13,7,2005,"GP279R",2526,"12",1,29,2,70.73,48.35,,4," ",,1,4,"","**11******",,,""
"scs",13,7,2005,"GP279R",2526,"12",1,30,2,59.87,42.45,,4," ",,1,4,"","**********",,,""
"scs",13,7,2005,"GP279R",2526,"12",1,31,2,61.93,42.88,,4," ",,1,4,"","**********",,,""
"scs",13,7,2005,"GP279R",2526,"12",1,32,2,68.74,49.63,,4," ",,1,4,"","*****1****",,,""
"scs",13,7,2005,"GP279R",2526,"12",1,33,2,58.63,39.55,,4," ",,1,4,"","*1***1*1**",,,""
"scs",13,7,2005,"GP279R",2526,"12",1,34,2,73.41,51.79,,5," ",,1,4,"","****1*****",,,""
"scs",13,7,2005,"GP279R",2526,"12",1,35,2,59.64,42.45,,4," ",,2,4,"","**********",,,""
"scs",13,7,2005,"GP279R",2526,"12",1,36,2,62.06,46.05,,5," ",,2,4,"","*********1",,,""
"scs",13,7,2005,"GP279R",2526,"12",1,37,2,79.91,57.86,,4," ",,1,4,"","**********",,,""
"scs",13,7,2005,"GP279R",2526,"12",1,38,2,63.5,45.9,,4," ",,1,4,"","**********",,,""
"scs",13,7,2005,"GP279R",2526,"12",1,39,2,61.44,44.59,,4," ",,2,4,"","**********",,,""
