"date","tow.id","tow.number","valid","zone","start.time","end.time","start.time.logbook","end.time.logbook","haul.time","touchdown.time","liftoff.time","longitude","longitude.start.logbook","longitude.end.logbook","latitude","latitude.start.logbook","latitude.end.logbook","depth","bottom.temperature","warp","swept.area","swept.area.method","groundfish.sample","water.sample","comment"
"2015-07-09","GP344F",1,0,"","        ","12:33:10","12:28:10","12:33:10","","","",NA,6039417,6039242,NA,4743932,4743798,49,0.7,150,NA,"",NA,NA,"DECHIRE DANS LA POCHE - FORCE UN PEU,~ 2.0 KTS"
"2015-07-09","GP344A1",2,1,"F","13:18:42","13:23:46","13:18:46","13:23:46","","","",6040585,6040680,6040485,4744455,4744517,4744390,46,0.7,150,3292,"model",NA,NA,"STABLE ~ 2.2 KTS"
"2015-07-09","GP341F",3,1,"F","14:37:33","14:42:48","14:37:48","14:42:48","","","",6041299,6041389,6041206,4748623,4748684,4748558,105,5.3,325,1306,"model",NA,NA,"STABLE ~ 2.1 KTS"
"2015-07-09","GP335F",4,1,"F","16:09:03","16:14:06","16:09:06","16:14:06","","","",6049958,6050044,6049873,4746261,4746330,4746193,38,-0.2,125,2699,"model",NA,NA,"STABLE ~ 2.1 KTS"
"2015-07-09","GP325F",5,1,"F","17:20:45","17:25:33","17:20:33","17:25:33","","","",6057943,6058036,6057849,4747259,4747326,4747195,30,-0.2,325,2393,"model",NA,NA,"STABLE ~ 2.0 KTS"
"2015-07-09","GP326F",6,1,"F","18:21:52","18:26:47","18:21:47","18:26:47","","","",6057820,6057915,6057730,4749272,4749336,4749210,33,-0.4,100,2621,"model",NA,NA,"STABLE ~ 2.0 KTS"
"2015-07-09","GP331F",7,1,"F","19:16:57","19:21:51","19:16:51","19:21:51","","","",6054141,6054274,6054008,4749816,4749833,4749797,39,-0.4,125,2698,"model",NA,NA,"STABLE ~ 2.1 KTS"
"2015-07-09","GP324F",8,1,"F","20:30:32","20:35:24","20:30:24","20:35:24","","","",6058521,6058632,6058409,4754920,4754967,4754873,47,0.4,150,2701,"model",NA,NA,"STABLE ~ 2.0 KTS"
"2015-07-10","GP315F",1,1,"F","05:02:47","05:07:43","05:02:43","05:07:43","","","",6104929,6104968,6104884,4753700,4753785,4753610,37,-0.1,100,2707,"model",NA,NA,"ACCROCHAGES ,~ 2.2 KTS"
"2015-07-10","GP295F",10,1,"E","18:10:34","18:15:35","18:10:35","18:15:35","","","",6124086,6123956,6124220,4805713,4805712,4805713,53,1.3,150,2641,"model",NA,NA,"STABLE ~ 2.0 KTS"
"2015-07-10","GP293F",11,1,"12","19:40:58","19:45:58","19:40:58","19:45:58","","","",6126085,6125963,6126219,4813376,4813373,4813381,198,5.8,550,2563.1,"average",NA,NA,"STABLE ~ 2.1 KTS"
"2015-07-10","GP300F",2,0,"","        ","06:44:55","06:39:55","06:44:55","","","",NA,6117510,6117248,NA,4753248,4753275,26,0.7,75,NA,"",NA,NA,"CHALUT FINI - ACCROCHAGES,~ 2.2 KTS"
"2015-07-10","GP300A1",3,1,"12","07:51:24","07:56:22","07:51:22","07:56:22","","","",6123491,6123625,6123356,4754096,4754091,4754104,29,0.1,75,1785,"model",NA,NA,"ACCROCHAGES,~ 2.2 KTS"
"2015-07-10","GP303F",4,0,"","        ","09:12:30","09:07:30","09:12:30","","","",NA,6117090,6116824,NA,4757694,4757718,35,-0.2,100,NA,"",NA,NA,"CHALUT DECHIRE DANS LA BELLY - ACCROCHE,~ 2.2 KTS"
"2015-07-10","GP303A1",5,1,"12","10:02:07","10:07:12","10:02:12","10:07:12","","","",6119070,6119202,6118930,4800012,4800011,4800013,35,-0.4,100,2974,"model",NA,NA,"PETIT ACCROCHAGES,~ 2.2 KTS"
"2015-07-10","GP313F",6,1,"F","11:23:37","11:28:42","11:23:42","11:28:42","","","",6106502,6106623,6106374,4758007,4758034,4757980,45,-0.1,125,2899,"model",NA,NA,"STABLE ~ 2.1 KTS"
"2015-07-10","GP320F",7,1,"12","12:48:41","12:54:02","12:49:02","12:54:02","","","",6101376,6101264,6101494,4801980,4801938,4802024,156,5.9,475,2151,"model",NA,NA,"STABLE ~ 2.1 KTS"
"2015-07-10","GP316F",8,1,"12","14:27:26","14:32:26","14:27:26","14:32:26","","","",6104576,6104508,6104646,4808473,4808403,4808548,198,5.8,550,2590.3,"average",NA,NA,"VASE ,~ 2.0 KTS"
"2015-07-10","GP312F",9,1,"12","16:03:14","16:08:14","16:03:14","16:08:14","","","",6106891,6107000,6106780,4804889,4804934,4804844,163,5.9,500,2590.3,"average",NA,NA,"STABLE ~ 2.1 KTS"
"2015-07-11","GP251F",1,0,"","        ","05:13:59","05:08:59","05:13:59","","","",NA,6156662,6156729,NA,4810192,4810024,40,0.9,125,NA,"",NA,NA,"CHALUT DECHIRE DANS LA BELLY - ACCROCHAGES,~ 2.2 KTS"
"2015-07-11","GP251A1",2,1,"E","06:16:13","06:21:04","06:16:04","06:21:04","","","",6201208,6201175,6201241,4813906,4813990,4813819,56,1.5,175,2885,"model",NA,NA,"PETIT ACCROCHAGES,~ 2.1 KTS"
"2015-07-17","GP038F",1,1,"12","05:08:19","05:13:37","05:08:37","05:13:37","","","",6403391,6403441,6403357,4838224,4838306,4838116,47,0.7,150,3751,"model",NA,NA,"ACCROCHE ,~ 2.2 KTS"
"2015-07-17","GP065F",10,1,"12","16:12:57","16:17:57","16:12:57","16:17:57","","","",6344035,6344061,6344010,4827357,4827443,4827271,83,2.6,250,2629.4,"average",NA,NA,"FORCE UN PEU,~ 2.1 KTS"
"2015-07-17","GP096F",11,0,"","        ","18:21:51","18:16:51","18:21:51","","","",NA,6327370,6327203,NA,4832843,4832699,71,3,225,NA,"",NA,NA,"PORTES MELEES, ROCHEUX - FORCE,~ 2.1 KTS"
"2015-07-17","GP096FR",12,0,"","        ","19:31:07","19:29:47","19:31:07","","","",NA,6327368,NA,NA,4832756,NA,71,2.9,225,NA,"",NA,NA,"ACCROCHE APRES 1 MINUTE ET 20 SECONDES - ACCROCHAGE ET FORCE,~ 2.1 KTS"
"2015-07-17","GP096A1",13,1,"12","20:19:33","20:24:33","20:19:33","20:24:33","","","",6325121,6325228,6325015,4834371,4834425,4834315,72,2.3,225,2553.1,"average",NA,NA,"STABLE ~ 2.1 KTS"
"2015-07-17","GP033F",2,1,"12","06:23:41","06:28:44","06:23:44","06:28:44","","","",6407317,6407329,6407314,4832826,4832913,4832737,55,1,175,1985,"model",NA,NA,"FORCE UN PEU,~ 2.1 KTS"
"2015-07-17","GP027F",3,1,"12","07:24:45","07:29:50","07:24:50","07:29:50","","","",6410910,6410927,6410894,4832584,4832669,4832496,43,1,125,1890,"model",NA,NA,"FORCE UN PEU,~ 2.1 KTS"
"2015-07-17","GP034F",4,0,"","        ","08:42:14","08:37:14","08:42:14","","","",NA,6406971,6406962,NA,4826657,4826471,37,1.3,125,NA,"",NA,NA,"CHALUT DECHIRE DANS LA BELLY - ACCROCHAGE,~ 2.3 KTS"
"2015-07-17","GP034A1",5,1,"12","09:43:04","09:47:29","09:42:29","09:47:29","","","",6406889,6406901,6406875,4827581,4827670,4827493,36,1.2,100,2719,"model",NA,NA,"ACCROCHAGE,~ 2.1 KTS"
"2015-07-17","GP029F",6,1,"12","10:50:23","10:55:13","10:50:13","10:55:13","","","",6410252,6410208,6410296,4821347,4821428,4821262,44,1,125,3060,"model",NA,NA,"STABLE ~ 2.1 KTS"
"2015-07-17","GP037F",7,1,"12","12:06:36","12:11:43","12:06:43","12:11:43","","","",6404263,6404347,6404175,4814426,4814494,4814358,34,0.7,100,3120,"model",NA,NA,"ACCROCHAGES,~ 2.1 KTS"
"2015-07-17","GP058F",8,1,"12","13:39:26","13:44:39","13:39:39","13:44:39","","","",6350346,6350460,6350226,4820341,4820305,4820380,59,1.2,175,2106,"model",NA,NA,"STABLE ~ 2.1 KTS"
"2015-07-17","GP059F",9,1,"12","14:52:58","14:58:05","14:53:05","14:58:05","","","",6350057,6350061,6350055,4823389,4823474,4823299,62,1.5,175,2854,"model",NA,NA,"STABLE ~ 2.1 KTS"
"2015-07-18","GP083F",1,1,"12","05:09:41","05:14:48","05:09:48","05:14:48","","","",6333978,6334071,6333879,4834593,4834655,4834531,73,2.9,225,2075,"model",NA,NA,"ACCROCHAGES,~ 2.1 KTS"
"2015-07-18","GP054A3",10,0,"","        ","17:47:24","17:42:24","17:47:24","","","",NA,6357671,6357913,NA,4844612,4844542,79,3.8,225,NA,"",NA,NA,"CHALUT BRISE - FORCE ET ACCROCHE,~ 2.2 KTS"
"2015-07-18","GP074F",2,1,"12","06:19:10","06:24:20","06:19:20","06:24:20","","","",6339984,6340045,6339921,4833143,4833220,4833063,77,2.4,225,2364,"model",NA,NA,"STABLE ~ 2.1 KTS"
"2015-07-18","GP057F",3,1,"12","07:50:08","07:55:10","07:50:10","07:55:10","","","",6350736,6350770,6350710,4831264,4831350,4831176,31,0.1,100,2676,"model",NA,NA,"STABLE ~ 2.1 KTS"
"2015-07-18","GP056F",4,1,"12","09:17:49","09:22:54","09:17:54","09:22:54","","","",6350975,6350959,6350989,4837070,4837157,4836980,92,3.3,275,1733,"model",NA,NA,"PETIT ACCROCHAGE,~ 2.1 KTS"
"2015-07-18","GP035F",5,0,"","        ","11:25:59","11:20:59","11:25:59","","","",NA,6406229,6406429,NA,4844835,4844953,45,1.6,125,NA,"",NA,NA,"CHALUT DECHIRE DANS LA BELLY - ACCROCHE ET FORCE,~ 2.2 KTS"
"2015-07-18","GP035A1",6,1,"12","12:23:34","12:28:38","12:23:38","12:28:38","","","",6403511,6403545,6403479,4845515,4845431,4845603,42,1.2,125,3412,"model",NA,NA,"ACCROCHAGES,~ 2.1 KTS"
"2015-07-18","GP054F",7,0,"","        ","14:13:37","14:08:37","14:13:37","","","",NA,6351268,6351534,NA,4847769,4847773,93,4.1,275,NA,"",NA,NA,"CHALUT BRISE - FORCE ET ACCROCHE,~ 2.1 KTS"
"2015-07-18","GP054A1",8,0,"","        ","15:18:13","15:13:13","15:18:13","","","",NA,6352831,6353075,NA,4847522,4847439,92,4.6,275,NA,"",NA,NA,"CHALUT BRISE DANS LA POCHE - ACCROCHAGES,~ 2.2 KTS"
"2015-07-18","GP054A2",9,0,"","        ","16:26:41","16:21:41","16:26:41","","","",NA,6352042,6352311,NA,4846071,4846085,91,4.3,275,NA,"",NA,NA,"LE CHALUT EST FINI - ACCROCHAGES ET FORCE,~ 5.3 KTS"
"2015-07-19","GP195F",1,1,"12","09:49:58","09:55:11","09:50:11","09:55:11","","","",6233840,6233713,6233967,4742808,4742808,4742810,45,-0.2,125,2937,"model",NA,NA,"STABLE ~ 2.0 KTS"
"2015-07-22","GP222F",1,1,"12","12:16:19","12:21:52","12:16:52","12:21:52","","","",6216528,6216401,6216659,4733520,4733515,4733525,31,-0.6,100,1197,"model",NA,NA,"STABLE ~ 2.1 KTS"
"2015-07-23","GP239F",1,0,"","        ","05:37:38","05:32:38","05:37:38","","","",NA,6205275,6205539,NA,4736125,4736112,22,0.2,75,NA,"",NA,NA,"CHALUT DECHIRE DANS LA POCHE - ACCROCHE ET FORCE,~ 2.2 KTS"
"2015-07-23","GP290F",10,1,"12","17:20:00","17:25:02","17:20:02","17:25:02","","","",6127579,6127478,6127685,4802550,4802609,4802495,38,1,125,2726,"model",NA,NA,"STABLE ~ 2.1 KTS"
"2015-07-23","GP273F",11,0,"","        ","19:05:44","19:00:44","19:05:44","","","",NA,6143735,6143980,NA,4804328,4804254,45,2.7,125,NA,"",NA,NA,"TROU DANS LA POCHE - PETIT ACCROCHAGES,~ 2.1 KTS"
"2015-07-23","GP239A1",2,0,"","        ","06:21:41","06:20:19","06:21:41","","","",NA,6206531,NA,NA,4735555,NA,23,-0.1,75,NA,"",NA,NA,"SEULEMENT CHALUTE 1 MINUTE ET 20 SECONDES -"
"2015-07-23","GP239A2",3,1,"12","07:15:24","07:20:33","07:15:33","07:20:33","","","",6205129,6205007,6205251,4739800,4739833,4739768,23,0.1,75,2415,"model",NA,NA,"STABLE ~ 2.1 KTS"
"2015-07-23","GP253F",4,1,"12","08:29:06","08:33:54","08:28:54","08:33:54","","","",6155954,6155837,6156075,4742064,4742096,4742029,22,2,75,2027,"model",NA,NA,"STABLE ~ 2.1 KTS"
"2015-07-23","GP258F",5,1,"12","10:04:17","10:09:08","10:04:08","10:09:08","","","",6154564,6154427,6154696,4751916,4751916,4751918,28,0.2,75,2062,"model",NA,NA,"STABLE ~ 2.1 KTS"
"2015-07-23","GP281F",6,1,"12","11:52:54","11:57:55","11:52:55","11:57:55","","","",6137102,6136999,6137210,4752315,4752370,4752257,28,-0.1,75,2324,"model",NA,NA,"ACCROCHAGES ,~ 2.1 KTS"
"2015-07-23","GP287F",7,1,"12","13:04:45","13:10:02","13:05:02","13:10:02","","","",6131317,6131228,6131405,4756258,4756324,4756189,31,0.2,100,2816,"model",NA,NA,"STABLE ~ 2.1 KTS"
"2015-07-23","GP278F",8,0,"","        ","14:11:53","14:06:53","14:11:53","","","",NA,6137649,6137778,NA,4757904,4757739,31,-0.1,100,NA,"",NA,NA,"LE CHALUT EST FINI - ACCROCHE ET FORCE,~ 2.1 KTS"
"2015-07-23","GP278A1",9,1,"12","15:18:46","15:23:56","15:18:56","15:23:56","","","",6144440,6144377,6144508,4800758,4800833,4800680,40,2.1,125,2870,"model",NA,NA,"ACCROCHE ET FORCE,~ 2.2 KTS"
"2015-07-25","GP273A1",1,1,"12","05:21:01","05:26:03","05:21:03","05:26:03","","","",6137627,6137534,6137723,4802394,4802458,4802342,35,1.6,100,2906,"model",NA,NA,"ACCROCHAGES,~ 2.2 KTS"
"2015-07-25","GP230F",10,1,"12","20:27:43","20:32:46","20:27:46","20:32:46","","","",6211170,6211076,6211262,4808610,4808541,4808678,48,1.8,150,2474,"model",NA,NA,"ACCROCHE,~ 2.2 KTS"
"2015-07-25","GP282F",2,1,"E","07:46:57","07:52:13","07:47:13","07:52:13","","","",6136770,6136647,6136895,4813322,4813351,4813296,172,5.8,525,1886,"model",NA,NA,"FORCE / VASE,~ 2.1 KTS"
"2015-07-25","GP269F",3,1,"E","09:32:20","09:37:29","09:32:29","09:37:29","","","",6146706,6146589,6146825,4817105,4817070,4817141,186,5.8,550,2227,"model",NA,NA,"FORCE / VASE, ~ 2.1 KTS"
"2015-07-25","GP260F",4,1,"E","11:15:09","11:20:20","11:15:20","11:20:20","","","",6153170,6153045,6153297,4813908,4813882,4813938,115,5.8,350,2800,"model",NA,NA,"STABLE ~ 2.1 KTS"
"2015-07-25","GP250F",5,1,"E","12:21:41","12:26:44","12:21:44","12:26:44","","","",6157374,6157319,6157433,4817032,4816953,4817114,132,5.9,400,2617,"model",NA,NA,"STABLE ~ 2.1 KTS"
"2015-07-25","GP235F",6,1,"E","14:15:24","14:20:29","14:15:29","14:20:29","","","",6207157,6207093,6207227,4823978,4823900,4824060,198,5.8,550,1904,"model",NA,NA,"FORCE ,~ 2.1 KTS"
"2015-07-25","GP237F",7,0,"","        ","16:04:20","15:59:20","16:04:20","","","",NA,6206297,6206472,NA,4817723,4817831,59,NA,175,NA,"",NA,NA,"CHALUT DECHIRE DANS LA POCHE - PETIT ACCROCHAGES,~ 2.1 KTS"
"2015-07-25","GP237A1",8,1,"E","17:15:50","17:21:10","17:16:10","17:21:10","","","",6209339,6209249,6209433,4821919,4821853,4821985,150,5.8,450,2222,"model",NA,NA,"FORCE ,~ 2.1 KTS"
"2015-07-25","GP227F",9,1,"12","19:29:51","19:34:53","19:29:53","19:34:53","","","",6212916,6212796,6213048,4811087,4811049,4811117,47,0.6,150,1406,"model",NA,NA,"STABLE ~ 2.1 KTS"
"2015-07-26","GP236F",1,1,"12","05:22:16","05:27:29","05:22:29","05:27:29","","","",6207124,6207105,6207142,4801636,4801545,4801728,32,-0.2,100,3025,"model",NA,NA,"ACCROCHAGES,~ 2.2 KTS"
"2015-07-26","GP228F",10,1,"12","15:50:46","15:55:48","15:50:48","15:55:48","","","",6212452,6212450,6212454,4743765,4743676,4743857,31,0.1,100,2675,"model",NA,NA,"STABLE ~ 2.1 KTS"
"2015-07-26","GP224F",11,1,"12","16:53:50","16:58:43","16:53:43","16:58:43","","","",6216163,6216194,6216127,4739650,4739565,4739741,30,0.1,100,2639,"model",NA,NA,"STABLE ~ 2.1 KTS"
