"date","cruise","set.number","species","specimen","sex","length","weight","egg.condition","fish.number","age.material","shell.condition","maturity","chela","missing.legs","disc.width","comment"
"2016-07-12","P018",2,42,NA,2,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2016-07-12","P018",2,43,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2016-07-12","P018",2,43,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2016-07-12","P018",2,43,NA,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2016-07-12","P018",2,43,NA,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2016-07-12","P018",2,43,NA,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2016-07-12","P018",2,43,NA,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2016-07-12","P018",2,43,NA,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2016-07-12","P018",2,43,NA,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2016-07-12","P018",2,43,NA,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2016-07-12","P018",2,43,NA,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2016-07-12","P018",2,43,NA,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2016-07-12","P018",2,43,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2016-07-12","P018",2,43,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2016-07-12","P018",2,43,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2016-07-12","P018",2,43,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2016-07-12","P018",2,43,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2016-07-12","P018",2,43,NA,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2016-07-12","P018",2,43,NA,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2016-07-12","P018",2,43,NA,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2016-07-12","P018",2,43,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2016-07-12","P018",2,43,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2016-07-12","P018",2,43,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"2016-07-12","P018",2,43,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
