"project","day","month","year","tow.id","species","zone","tow.number","crab.number","sex","carapace.width","abdomen.width","chela.height","shell.condition","shell.condition.mossy","gonad.colour","egg.colour","eggs.remaining","tag.number","missing.legs","durometer","weight","comment"
"scs",9,8,2001,"POS001",2526,"12",1,1,1,49.24,,7.72,1," ",,,,"","**********",,,""
"scs",9,8,2001,"POS001",2526,"12",1,2,1,94.05,,21.45,3,"M",,,,"","**********",80,,""
"scs",9,8,2001,"POS001",2526,"12",1,3,1,68.3,,11.96,1," ",,,,"","**********",60,,""
"scs",9,8,2001,"POS001",2526,"12",1,4,1,64.95,,12.08,1," ",,,,"","*****2**1*",72,,""
"scs",9,8,2001,"POS001",2526,"12",1,5,1,62.34,,10.89,1," ",,,,"","**********",62,,""
"scs",9,8,2001,"POS001",2526,"12",1,6,1,70.37,,11.09,1," ",,,,"","**********",48,,""
"scs",9,8,2001,"POS001",2526,"12",1,7,1,52.78,,8.32,1," ",,,,"","**********",,,""
"scs",9,8,2001,"POS001",2526,"12",1,8,1,69.44,,12.58,3,"M",,,,"","**********",61,,""
"scs",9,8,2001,"POS001",2526,"12",1,9,1,60.76,,9.84,3," ",,,,"","**********",66,,""
"scs",9,8,2001,"POS001",2526,"12",1,10,1,45.46,,6.94,1," ",,,,"","**********",,,""
"scs",9,8,2001,"POS001",2526,"12",1,11,1,48.21,,7.46,1," ",,,,"","**********",,,""
"scs",9,8,2001,"POS001",2526,"12",1,12,1,48.8,,7.12,1," ",,,,"","**********",,,""
"scs",9,8,2001,"POS001",2526,"12",1,13,1,44.5,,7.18,1," ",,,,"","*****2****",,,""
"scs",9,8,2001,"POS001",2526,"12",1,14,1,55.16,,8.72,1," ",,,,"","**********",,,""
"scs",9,8,2001,"POS001",2526,"12",1,15,1,54.73,,8.58,1," ",,,,"","*****2****",,,""
"scs",9,8,2001,"POS001",2526,"12",1,16,1,60.3,,9.47,3," ",,,,"","**********",50,,""
"scs",9,8,2001,"POS001",2526,"12",1,17,1,63.09,,10.71,1," ",,,,"","**********",59,,""
